Features,comp,Topic,k,Month,protos.random,n,comp1,comp2,Hop,protos,svm,diff,protos.diff,by
SBERT,ER-C,ClimateChange,16,Feb,0.7125,10,ER,C,3,0.7606,0.8136,0.053,0.0481,Ideology
SBERT,ER-C,ClimateChange,16,Jan,0.709,10,ER,C,3,0.7718,0.8056,0.0339,0.0628,Ideology
SBERT,ER-C,ClimateChange,16,Jul,0.7402,10,ER,C,3,0.7901,0.7961,0.006,0.0499,Ideology
SBERT,ER-C,ClimateChange,16,Jun,0.7629,10,ER,C,3,0.7858,0.8463,0.0605,0.0229,Ideology
SBERT,ER-C,ClimateChange,16,Mar,0.7063,10,ER,C,3,0.7809,0.7983,0.0174,0.0746,Ideology
SBERT,ER-C,ClimateChange,16,May,0.7194,10,ER,C,3,0.7841,0.8232,0.0391,0.0647,Ideology
SBERT,ER-C,ClimateChange,16,Sep,0.7308,10,ER,C,3,0.7913,0.8549,0.0636,0.0605,Ideology
SBERT,ER-C,ClimateChange,32,Apr,0.7526,10,ER,C,3,0.7661,0.7945,0.0284,0.0135,Ideology
SBERT,ER-C,ClimateChange,32,Aug,0.7811,10,ER,C,3,0.8336,0.8612,0.0276,0.0525,Ideology
SBERT,ER-C,ClimateChange,32,Feb,0.7512,10,ER,C,3,0.7805,0.8136,0.0331,0.0293,Ideology
SBERT,ER-C,ClimateChange,32,Jan,0.7442,10,ER,C,3,0.7991,0.8056,0.0065,0.0549,Ideology
SBERT,ER-C,ClimateChange,32,Jul,0.7519,10,ER,C,3,0.7763,0.7961,0.0198,0.0244,Ideology
SBERT,ER-C,ClimateChange,32,Jun,0.7814,10,ER,C,3,0.8153,0.8463,0.031,0.034,Ideology
SBERT,ER-C,ClimateChange,32,Mar,0.7326,10,ER,C,3,0.7918,0.7983,0.0066,0.0592,Ideology
SBERT,ER-C,ClimateChange,32,May,0.7568,10,ER,C,3,0.8069,0.8232,0.0163,0.0501,Ideology
SBERT,ER-C,ClimateChange,32,Sep,0.7562,10,ER,C,3,0.8134,0.8549,0.0415,0.0572,Ideology
SBERT,ER-C,GunControl,4,Apr,0.5222,10,ER,C,3,0.6678,0.7317,0.0639,0.1455,Ideology
SBERT,ER-C,GunControl,4,Aug,0.5722,10,ER,C,3,0.7123,0.853,0.1408,0.14,Ideology
SBERT,ER-C,GunControl,4,Feb,0.5994,10,ER,C,3,0.7047,0.7813,0.0766,0.1053,Ideology
SBERT,ER-C,GunControl,4,Jan,0.609,10,ER,C,3,0.6974,0.7624,0.0651,0.0884,Ideology
SBERT,ER-C,GunControl,4,Jul,0.5786,10,ER,C,3,0.6628,0.7532,0.0904,0.0842,Ideology
SBERT,ER-C,GunControl,4,Jun,0.6245,10,ER,C,3,0.6824,0.7392,0.0569,0.0578,Ideology
SBERT,ER-C,GunControl,4,Mar,0.5741,10,ER,C,3,0.6365,0.8241,0.1876,0.0624,Ideology
SBERT,ER-C,GunControl,4,May,0.5964,10,ER,C,3,0.6344,0.802,0.1675,0.038,Ideology
SBERT,ER-C,GunControl,4,Sep,0.5769,10,ER,C,3,0.6954,0.8416,0.1462,0.1185,Ideology
SBERT,ER-C,GunControl,8,Apr,0.5689,10,ER,C,3,0.7028,0.7317,0.0289,0.1339,Ideology
SBERT,ER-C,GunControl,8,Aug,0.6188,10,ER,C,3,0.741,0.853,0.112,0.1223,Ideology
SBERT,ER-C,GunControl,8,Feb,0.6266,10,ER,C,3,0.7327,0.7813,0.0486,0.1061,Ideology
SBERT,ER-C,GunControl,8,Jan,0.6244,10,ER,C,3,0.7133,0.7624,0.0492,0.0889,Ideology
SBERT,ER-C,GunControl,8,Jul,0.6102,10,ER,C,3,0.6524,0.7532,0.1008,0.0422,Ideology
SBERT,ER-C,GunControl,8,Jun,0.6755,10,ER,C,3,0.7265,0.7392,0.0127,0.051,Ideology
SBERT,ER-C,GunControl,8,Mar,0.6156,10,ER,C,3,0.7095,0.8241,0.1147,0.0938,Ideology
SBERT,ER-C,GunControl,8,May,0.6212,10,ER,C,3,0.6988,0.802,0.1032,0.0776,Ideology
SBERT,ER-C,GunControl,8,Sep,0.6147,10,ER,C,3,0.7114,0.8416,0.1302,0.0967,Ideology
SBERT,ER-C,GunControl,16,Apr,0.6217,10,ER,C,3,0.7297,0.7317,0.002,0.108,Ideology
SBERT,ER-C,GunControl,16,Aug,0.6631,10,ER,C,3,0.7658,0.853,0.0872,0.1027,Ideology
SBERT,ER-C,GunControl,16,Feb,0.677,10,ER,C,3,0.7413,0.7813,0.04,0.0643,Ideology
SBERT,ER-C,GunControl,16,Jan,0.6956,10,ER,C,3,0.7604,0.7624,0.002,0.0648,Ideology
SBERT,ER-C,GunControl,16,Jul,0.6399,10,ER,C,3,0.6523,0.7532,0.1008,0.0125,Ideology
SBERT,ER-C,GunControl,16,Jun,0.7039,10,ER,C,3,0.7392,0.7392,0,0.0353,Ideology
SBERT,ER-C,GunControl,16,Mar,0.7026,10,ER,C,3,0.7446,0.8241,0.0795,0.042,Ideology
SBERT,ER-C,GunControl,16,May,0.6902,10,ER,C,3,0.744,0.802,0.058,0.0539,Ideology
SBERT,ER-C,GunControl,16,Sep,0.656,10,ER,C,3,0.7435,0.8416,0.0981,0.0875,Ideology
SBERT,ER-C,GunControl,32,Apr,0.6742,10,ER,C,3,0.7339,0.7317,-0.0022,0.0597,Ideology
SBERT,ER-C,GunControl,32,Aug,0.7174,10,ER,C,3,0.7946,0.853,0.0584,0.0771,Ideology
SBERT,ER-C,GunControl,32,Feb,0.7309,10,ER,C,3,0.769,0.7813,0.0124,0.0381,Ideology
SBERT,ER-C,GunControl,32,Jan,0.7415,10,ER,C,3,0.7833,0.7624,-0.0208,0.0418,Ideology
SBERT,ER-C,GunControl,32,Jul,0.6842,10,ER,C,3,0.7171,0.7532,0.0361,0.0329,Ideology
SBERT,ER-C,GunControl,32,Jun,0.7294,10,ER,C,3,0.7608,0.7392,-0.0216,0.0314,Ideology
SBERT,ER-C,GunControl,32,Mar,0.7473,10,ER,C,3,0.7666,0.8241,0.0576,0.0193,Ideology
SBERT,ER-C,GunControl,32,May,0.7505,10,ER,C,3,0.7912,0.802,0.0107,0.0408,Ideology
SBERT,ER-C,GunControl,32,Sep,0.695,10,ER,C,3,0.791,0.8416,0.0506,0.096,Ideology
SBERT,ER-C,IllegalImmi,4,Apr,0.5883,10,ER,C,3,0.6724,0.8062,0.1338,0.084,Ideology
SBERT,ER-C,IllegalImmi,4,Aug,0.5736,10,ER,C,3,0.6557,0.7807,0.125,0.0821,Ideology
SBERT,ER-C,IllegalImmi,4,Feb,0.6139,10,ER,C,3,0.682,0.7799,0.0979,0.0681,Ideology
SBERT,ER-C,IllegalImmi,4,Jan,0.6106,10,ER,C,3,0.7137,0.8551,0.1414,0.1031,Ideology
SBERT,ER-C,IllegalImmi,4,Jul,0.5659,10,ER,C,3,0.6568,0.7459,0.0891,0.0909,Ideology
SBERT,ER-C,IllegalImmi,4,Jun,0.5922,10,ER,C,3,0.6738,0.7994,0.1256,0.0815,Ideology
SBERT,ER-C,IllegalImmi,4,Mar,0.6207,10,ER,C,3,0.696,0.8389,0.1429,0.0754,Ideology
SBERT,ER-C,IllegalImmi,4,May,0.582,10,ER,C,3,0.6827,0.773,0.0903,0.1007,Ideology
SBERT,ER-C,IllegalImmi,4,Sep,0.6577,10,ER,C,3,0.7184,0.835,0.1165,0.0607,Ideology
SBERT,ER-C,IllegalImmi,8,Apr,0.6433,10,ER,C,3,0.7086,0.8062,0.0976,0.0653,Ideology
SBERT,ER-C,IllegalImmi,8,Aug,0.6043,10,ER,C,3,0.6786,0.7807,0.1021,0.0743,Ideology
SBERT,ER-C,IllegalImmi,8,Feb,0.6514,10,ER,C,3,0.7125,0.7799,0.0674,0.0611,Ideology
SBERT,ER-C,IllegalImmi,8,Jan,0.6472,10,ER,C,3,0.735,0.8551,0.1201,0.0877,Ideology
SBERT,ER-C,IllegalImmi,8,Jul,0.6347,10,ER,C,3,0.6764,0.7459,0.0695,0.0418,Ideology
SBERT,ER-C,IllegalImmi,8,Jun,0.6162,10,ER,C,3,0.71,0.7994,0.0893,0.0939,Ideology
SBERT,ER-C,IllegalImmi,8,Mar,0.6378,10,ER,C,3,0.7148,0.8389,0.1241,0.0769,Ideology
SBERT,ER-C,IllegalImmi,8,May,0.6113,10,ER,C,3,0.7024,0.773,0.0706,0.0911,Ideology
SBERT,ER-C,IllegalImmi,8,Sep,0.6798,10,ER,C,3,0.7354,0.835,0.0995,0.0556,Ideology
SBERT,ER-C,IllegalImmi,16,Apr,0.6614,10,ER,C,3,0.7392,0.8062,0.067,0.0779,Ideology
SBERT,ER-C,IllegalImmi,16,Aug,0.6578,10,ER,C,3,0.6886,0.7807,0.0922,0.0307,Ideology
SBERT,ER-C,IllegalImmi,16,Feb,0.666,10,ER,C,3,0.7264,0.7799,0.0535,0.0604,Ideology
SBERT,ER-C,IllegalImmi,16,Jan,0.6773,10,ER,C,3,0.7421,0.8551,0.113,0.0648,Ideology
SBERT,ER-C,IllegalImmi,16,Jul,0.6499,10,ER,C,3,0.6983,0.7459,0.0476,0.0484,Ideology
SBERT,ER-C,IllegalImmi,16,Jun,0.6382,10,ER,C,3,0.736,0.7994,0.0634,0.0978,Ideology
SBERT,ER-C,IllegalImmi,16,Mar,0.694,10,ER,C,3,0.7402,0.8389,0.0987,0.0463,Ideology
SBERT,ER-C,IllegalImmi,16,May,0.6591,10,ER,C,3,0.7492,0.773,0.0238,0.0901,Ideology
SBERT,ER-C,IllegalImmi,16,Sep,0.7279,10,ER,C,3,0.7617,0.835,0.0733,0.0338,Ideology
SBERT,ER-C,IllegalImmi,32,Apr,0.6995,10,ER,C,3,0.7649,0.8062,0.0413,0.0655,Ideology
SBERT,ER-C,IllegalImmi,32,Aug,0.685,10,ER,C,3,0.725,0.7807,0.0557,0.04,Ideology
SBERT,ER-C,IllegalImmi,32,Feb,0.691,10,ER,C,3,0.7597,0.7799,0.0201,0.0688,Ideology
SBERT,ER-C,IllegalImmi,32,Jan,0.7093,10,ER,C,3,0.7708,0.8551,0.0842,0.0616,Ideology
SBERT,ER-C,IllegalImmi,32,Jul,0.6742,10,ER,C,3,0.7194,0.7459,0.0265,0.0452,Ideology
SBERT,ER-C,IllegalImmi,32,Jun,0.6792,10,ER,C,3,0.7736,0.7994,0.0258,0.0944,Ideology
SBERT,ER-C,IllegalImmi,32,Mar,0.7233,10,ER,C,3,0.7794,0.8389,0.0595,0.0561,Ideology
SBERT,ER-C,IllegalImmi,32,May,0.692,10,ER,C,3,0.7506,0.773,0.0223,0.0586,Ideology
SBERT,ER-C,IllegalImmi,32,Sep,0.7539,10,ER,C,3,0.7912,0.835,0.0438,0.0373,Ideology
SBERT,ER-C,LGBT,4,Apr,0.6039,10,ER,C,3,0.6613,0.7455,0.0841,0.0574,Ideology
SBERT,ER-C,LGBT,4,Aug,0.5605,10,ER,C,3,0.6448,0.7583,0.1135,0.0843,Ideology
SBERT,ER-C,LGBT,4,Feb,0.6174,10,ER,C,3,0.658,0.7837,0.1257,0.0406,Ideology
SBERT,ER-C,LGBT,4,Jan,0.5533,10,ER,C,3,0.6985,0.7802,0.0817,0.1452,Ideology
SBERT,ER-C,LGBT,4,Jul,0.6229,10,ER,C,3,0.7048,0.816,0.1112,0.0819,Ideology
SBERT,ER-C,LGBT,4,Jun,0.6341,10,ER,C,3,0.7282,0.824,0.0958,0.0941,Ideology
SBERT,ER-C,LGBT,4,Mar,0.5607,10,ER,C,3,0.6269,0.7482,0.1213,0.0662,Ideology
SBERT,ER-C,LGBT,4,May,0.6241,10,ER,C,3,0.7601,0.8391,0.079,0.136,Ideology
SBERT,ER-C,LGBT,4,Sep,0.5663,10,ER,C,3,0.6516,0.6979,0.0464,0.0853,Ideology
SBERT,ER-C,LGBT,8,Apr,0.62,10,ER,C,3,0.6899,0.7455,0.0556,0.0698,Ideology
SBERT,ER-C,LGBT,8,Aug,0.6394,10,ER,C,3,0.6736,0.7583,0.0848,0.0341,Ideology
SBERT,ER-C,LGBT,8,Feb,0.63,10,ER,C,3,0.7168,0.7837,0.0669,0.0868,Ideology
SBERT,ER-C,LGBT,8,Jan,0.6388,10,ER,C,3,0.7158,0.7802,0.0644,0.077,Ideology
SBERT,ER-C,LGBT,8,Jul,0.6523,10,ER,C,3,0.7386,0.816,0.0774,0.0863,Ideology
SBERT,ER-C,LGBT,8,Jun,0.6725,10,ER,C,3,0.7342,0.824,0.0898,0.0617,Ideology
SBERT,ER-C,LGBT,8,Mar,0.6113,10,ER,C,3,0.6959,0.7482,0.0523,0.0846,Ideology
SBERT,ER-C,LGBT,8,May,0.6935,10,ER,C,3,0.764,0.8391,0.0751,0.0706,Ideology
SBERT,ER-C,LGBT,8,Sep,0.6084,10,ER,C,3,0.6517,0.6979,0.0462,0.0433,Ideology
SBERT,ER-C,LGBT,16,Apr,0.6757,10,ER,C,3,0.7025,0.7455,0.043,0.0268,Ideology
SBERT,ER-C,LGBT,16,Aug,0.6438,10,ER,C,3,0.72,0.7583,0.0383,0.0762,Ideology
SBERT,ER-C,LGBT,16,Feb,0.6775,10,ER,C,3,0.7422,0.7837,0.0415,0.0648,Ideology
SBERT,ER-C,LGBT,16,Jan,0.6886,10,ER,C,3,0.7658,0.7802,0.0144,0.0772,Ideology
SBERT,ER-C,LGBT,16,Jul,0.7031,10,ER,C,3,0.769,0.816,0.047,0.0659,Ideology
SBERT,ER-C,LGBT,16,Jun,0.726,10,ER,C,3,0.756,0.824,0.0681,0.03,Ideology
SBERT,ER-C,LGBT,16,Mar,0.6162,10,ER,C,3,0.6991,0.7482,0.0491,0.0829,Ideology
SBERT,ER-C,LGBT,16,May,0.7149,10,ER,C,3,0.7964,0.8391,0.0428,0.0814,Ideology
SBERT,ER-C,LGBT,16,Sep,0.64,10,ER,C,3,0.6711,0.6979,0.0268,0.0311,Ideology
SBERT,ER-C,LGBT,32,Apr,0.6757,10,ER,C,3,0.7313,0.7455,0.0141,0.0557,Ideology
SBERT,ER-C,LGBT,32,Aug,0.6922,10,ER,C,3,0.7498,0.7583,0.0086,0.0575,Ideology
SBERT,ER-C,LGBT,32,Feb,0.7042,10,ER,C,3,0.765,0.7837,0.0187,0.0608,Ideology
SBERT,ER-C,LGBT,32,Jan,0.7399,10,ER,C,3,0.7654,0.7802,0.0148,0.0255,Ideology
SBERT,ER-C,LGBT,32,Jul,0.7319,10,ER,C,3,0.7892,0.816,0.0268,0.0573,Ideology
SBERT,ER-C,LGBT,32,Jun,0.7552,10,ER,C,3,0.7769,0.824,0.0472,0.0217,Ideology
SBERT,ER-C,LGBT,32,Mar,0.6749,10,ER,C,3,0.7205,0.7482,0.0277,0.0456,Ideology
SBERT,ER-C,LGBT,32,May,0.7806,10,ER,C,3,0.8103,0.8391,0.0288,0.0298,Ideology
SBERT,ER-C,LGBT,32,Sep,0.6635,10,ER,C,3,0.6891,0.6979,0.0089,0.0256,Ideology
SBERT,C-L,AsylumSeekers,4,Apr,0.5764,10,C,L,2,0.6452,0.6892,0.044,0.0688,Ideology
SBERT,C-L,AsylumSeekers,4,Aug,0.5638,10,C,L,2,0.63,0.6681,0.0381,0.0663,Ideology
SBERT,C-L,AsylumSeekers,4,Feb,0.6193,10,C,L,2,0.6739,0.7129,0.039,0.0545,Ideology
SBERT,C-L,AsylumSeekers,4,Jan,0.6071,10,C,L,2,0.6938,0.7268,0.033,0.0867,Ideology
SBERT,C-L,AsylumSeekers,4,Jul,0.5896,10,C,L,2,0.6599,0.7304,0.0705,0.0703,Ideology
SBERT,C-L,AsylumSeekers,4,Jun,0.519,10,C,L,2,0.6499,0.7294,0.0796,0.1308,Ideology
SBERT,C-L,AsylumSeekers,4,Mar,0.5675,10,C,L,2,0.6781,0.7114,0.0332,0.1106,Ideology
SBERT,C-L,AsylumSeekers,4,May,0.5362,10,C,L,2,0.6036,0.6967,0.0931,0.0674,Ideology
SBERT,C-L,AsylumSeekers,4,Sep,0.5388,10,C,L,2,0.6685,0.6983,0.0298,0.1298,Ideology
SBERT,C-L,AsylumSeekers,8,Apr,0.5919,10,C,L,2,0.6539,0.6892,0.0353,0.062,Ideology
SBERT,C-L,AsylumSeekers,8,Aug,0.5906,10,C,L,2,0.645,0.6681,0.0231,0.0544,Ideology
SBERT,C-L,AsylumSeekers,8,Feb,0.637,10,C,L,2,0.6955,0.7129,0.0174,0.0585,Ideology
SBERT,C-L,AsylumSeekers,8,Jan,0.6358,10,C,L,2,0.7017,0.7268,0.025,0.0659,Ideology
SBERT,C-L,AsylumSeekers,8,Jul,0.6176,10,C,L,2,0.6694,0.7304,0.061,0.0519,Ideology
SBERT,C-L,AsylumSeekers,8,Jun,0.5515,10,C,L,2,0.6695,0.7294,0.0599,0.118,Ideology
SBERT,C-L,AsylumSeekers,8,Mar,0.5984,10,C,L,2,0.6944,0.7114,0.017,0.096,Ideology
SBERT,C-L,AsylumSeekers,8,May,0.5767,10,C,L,2,0.634,0.6967,0.0627,0.0573,Ideology
SBERT,C-L,AsylumSeekers,8,Sep,0.5952,10,C,L,2,0.6658,0.6983,0.0325,0.0706,Ideology
SBERT,C-L,AsylumSeekers,16,Apr,0.6431,10,C,L,2,0.6781,0.6892,0.0111,0.035,Ideology
SBERT,C-L,AsylumSeekers,16,Aug,0.6175,10,C,L,2,0.665,0.6681,0.0031,0.0475,Ideology
SBERT,C-L,AsylumSeekers,16,Feb,0.6684,10,C,L,2,0.7106,0.7129,0.0023,0.0422,Ideology
SBERT,C-L,AsylumSeekers,16,Jan,0.663,10,C,L,2,0.7006,0.7268,0.0261,0.0377,Ideology
SBERT,C-L,AsylumSeekers,16,Jul,0.6463,10,C,L,2,0.684,0.7304,0.0464,0.0376,Ideology
SBERT,C-L,AsylumSeekers,16,Jun,0.5971,10,C,L,2,0.7025,0.7294,0.0269,0.1054,Ideology
SBERT,C-L,AsylumSeekers,16,Mar,0.6468,10,C,L,2,0.697,0.7114,0.0144,0.0502,Ideology
SBERT,C-L,AsylumSeekers,16,May,0.5899,10,C,L,2,0.6562,0.6967,0.0405,0.0663,Ideology
SBERT,C-L,AsylumSeekers,16,Sep,0.6235,10,C,L,2,0.6948,0.6983,0.0035,0.0713,Ideology
SBERT,C-L,AsylumSeekers,32,Apr,0.6592,10,C,L,2,0.6745,0.6892,0.0147,0.0153,Ideology
SBERT,C-L,AsylumSeekers,32,Aug,0.6125,10,C,L,2,0.6706,0.6681,-0.0025,0.0581,Ideology
SBERT,C-L,AsylumSeekers,32,Feb,0.6839,10,C,L,2,0.7121,0.7129,8e-04,0.0282,Ideology
SBERT,C-L,AsylumSeekers,32,Jan,0.6757,10,C,L,2,0.6981,0.7268,0.0287,0.0224,Ideology
SBERT,C-L,AsylumSeekers,32,Jul,0.6709,10,C,L,2,0.6975,0.7304,0.0329,0.0266,Ideology
SBERT,C-L,AsylumSeekers,32,Jun,0.6316,10,C,L,2,0.7066,0.7294,0.0229,0.075,Ideology
SBERT,C-L,AsylumSeekers,32,Mar,0.6586,10,C,L,2,0.7072,0.7114,0.0042,0.0486,Ideology
SBERT,C-L,AsylumSeekers,32,May,0.6069,10,C,L,2,0.679,0.6967,0.0177,0.0721,Ideology
SBERT,C-L,AsylumSeekers,32,Sep,0.6664,10,C,L,2,0.6838,0.6983,0.0146,0.0173,Ideology
SBERT,C-L,ClimateChange,4,Apr,0.5493,10,C,L,2,0.6437,0.7478,0.104,0.0944,Ideology
SBERT,C-L,ClimateChange,4,Aug,0.5326,10,C,L,2,0.6282,0.7407,0.1124,0.0956,Ideology
SBERT,C-L,ClimateChange,4,Feb,0.5975,10,C,L,2,0.662,0.7328,0.0708,0.0645,Ideology
SBERT,C-L,ClimateChange,4,Jan,0.5542,10,C,L,2,0.6299,0.7393,0.1094,0.0757,Ideology
SBERT,C-L,ClimateChange,4,Jul,0.5571,10,C,L,2,0.6484,0.7462,0.0979,0.0913,Ideology
SBERT,C-L,ClimateChange,4,Jun,0.5325,10,C,L,2,0.6313,0.741,0.1096,0.0988,Ideology
SBERT,C-L,ClimateChange,4,Mar,0.5543,10,C,L,2,0.6238,0.7463,0.1225,0.0696,Ideology
SBERT,C-L,ClimateChange,4,May,0.588,10,C,L,2,0.6646,0.7211,0.0565,0.0766,Ideology
SBERT,C-L,ClimateChange,4,Sep,0.5779,10,C,L,2,0.6287,0.7461,0.1174,0.0508,Ideology
SBERT,C-L,ClimateChange,8,Apr,0.5799,10,C,L,2,0.665,0.7478,0.0827,0.0852,Ideology
SBERT,C-L,ClimateChange,8,Aug,0.5524,10,C,L,2,0.6381,0.7407,0.1026,0.0857,Ideology
SBERT,C-L,ClimateChange,8,Feb,0.6067,10,C,L,2,0.6764,0.7328,0.0564,0.0697,Ideology
SBERT,C-L,ClimateChange,8,Jan,0.5736,10,C,L,2,0.6842,0.7393,0.0551,0.1106,Ideology
SBERT,C-L,ClimateChange,8,Jul,0.581,10,C,L,2,0.6708,0.7462,0.0754,0.0899,Ideology
SBERT,C-L,ClimateChange,8,Jun,0.5449,10,C,L,2,0.6603,0.741,0.0807,0.1154,Ideology
SBERT,C-L,ClimateChange,8,Mar,0.5856,10,C,L,2,0.6331,0.7463,0.1133,0.0475,Ideology
SBERT,C-L,ClimateChange,8,May,0.5859,10,C,L,2,0.6667,0.7211,0.0544,0.0808,Ideology
SBERT,C-L,ClimateChange,8,Sep,0.5876,10,C,L,2,0.6739,0.7461,0.0722,0.0863,Ideology
SBERT,C-L,ClimateChange,16,Apr,0.6098,10,C,L,2,0.684,0.7478,0.0638,0.0742,Ideology
SBERT,C-L,ClimateChange,16,Aug,0.5603,10,C,L,2,0.6668,0.7407,0.0738,0.1065,Ideology
SBERT,C-L,ClimateChange,16,Feb,0.6297,10,C,L,2,0.6772,0.7328,0.0556,0.0475,Ideology
SBERT,C-L,ClimateChange,16,Jan,0.6002,10,C,L,2,0.6814,0.7393,0.0579,0.0812,Ideology
SBERT,C-L,ClimateChange,16,Jul,0.5889,10,C,L,2,0.6761,0.7462,0.0701,0.0872,Ideology
SBERT,C-L,ClimateChange,16,Jun,0.5818,10,C,L,2,0.6856,0.741,0.0554,0.1038,Ideology
SBERT,C-L,ClimateChange,16,Mar,0.6119,10,C,L,2,0.663,0.7463,0.0833,0.0511,Ideology
SBERT,C-L,ClimateChange,16,May,0.6171,10,C,L,2,0.6832,0.7211,0.038,0.066,Ideology
SBERT,C-L,ClimateChange,16,Sep,0.608,10,C,L,2,0.6983,0.7461,0.0477,0.0903,Ideology
SBERT,C-L,ClimateChange,32,Apr,0.6332,10,C,L,2,0.6944,0.7478,0.0534,0.0612,Ideology
SBERT,C-L,ClimateChange,32,Aug,0.5972,10,C,L,2,0.685,0.7407,0.0557,0.0878,Ideology
SBERT,C-L,ClimateChange,32,Feb,0.6374,10,C,L,2,0.6863,0.7328,0.0465,0.049,Ideology
SBERT,C-L,ClimateChange,32,Jan,0.6439,10,C,L,2,0.6983,0.7393,0.041,0.0544,Ideology
SBERT,C-L,ClimateChange,32,Jul,0.6233,10,C,L,2,0.6796,0.7462,0.0666,0.0563,Ideology
SBERT,C-L,ClimateChange,32,Jun,0.6197,10,C,L,2,0.699,0.741,0.0419,0.0794,Ideology
SBERT,C-L,ClimateChange,32,Mar,0.6316,10,C,L,2,0.6847,0.7463,0.0617,0.0531,Ideology
SBERT,C-L,ClimateChange,32,May,0.6497,10,C,L,2,0.697,0.7211,0.0241,0.0473,Ideology
SBERT,C-L,ClimateChange,32,Sep,0.645,10,C,L,2,0.7079,0.7461,0.0382,0.0629,Ideology
SBERT,C-L,GunControl,4,Apr,0.5407,10,C,L,2,0.6193,0.6876,0.0684,0.0786,Ideology
SBERT,C-L,GunControl,4,Aug,0.5528,10,C,L,2,0.639,0.7595,0.1205,0.0862,Ideology
SBERT,C-L,GunControl,4,Feb,0.561,10,C,L,2,0.6172,0.7205,0.1032,0.0563,Ideology
SBERT,C-L,GunControl,4,Jan,0.5634,10,C,L,2,0.6659,0.7224,0.0564,0.1026,Ideology
SBERT,C-L,GunControl,4,Jul,0.5876,10,C,L,2,0.6561,0.6957,0.0395,0.0685,Ideology
SBERT,C-L,GunControl,4,Jun,0.5896,10,C,L,2,0.6162,0.6716,0.0554,0.0266,Ideology
SBERT,C-L,GunControl,4,Mar,0.5758,10,C,L,2,0.6326,0.7404,0.1078,0.0569,Ideology
SBERT,C-L,GunControl,4,May,0.5914,10,C,L,2,0.6883,0.7268,0.0385,0.0969,Ideology
SBERT,C-L,GunControl,4,Sep,0.5659,10,C,L,2,0.6925,0.777,0.0846,0.1266,Ideology
SBERT,C-L,GunControl,8,Apr,0.5911,10,C,L,2,0.6264,0.6876,0.0612,0.0353,Ideology
SBERT,C-L,GunControl,8,Aug,0.5781,10,C,L,2,0.6705,0.7595,0.089,0.0924,Ideology
SBERT,C-L,GunControl,8,Feb,0.5603,10,C,L,2,0.6387,0.7205,0.0817,0.0785,Ideology
SBERT,C-L,GunControl,8,Jan,0.5965,10,C,L,2,0.6828,0.7224,0.0396,0.0863,Ideology
SBERT,C-L,GunControl,8,Jul,0.5862,10,C,L,2,0.6717,0.6957,0.0239,0.0855,Ideology
SBERT,C-L,GunControl,8,Jun,0.589,10,C,L,2,0.6464,0.6716,0.0252,0.0574,Ideology
SBERT,C-L,GunControl,8,Mar,0.5954,10,C,L,2,0.6683,0.7404,0.0721,0.0729,Ideology
SBERT,C-L,GunControl,8,May,0.6172,10,C,L,2,0.7148,0.7268,0.012,0.0976,Ideology
SBERT,C-L,GunControl,8,Sep,0.5994,10,C,L,2,0.7128,0.777,0.0642,0.1134,Ideology
SBERT,C-L,GunControl,16,Apr,0.6142,10,C,L,2,0.6648,0.6876,0.0228,0.0506,Ideology
SBERT,C-L,GunControl,16,Aug,0.6033,10,C,L,2,0.685,0.7595,0.0745,0.0817,Ideology
SBERT,C-L,GunControl,16,Feb,0.5875,10,C,L,2,0.678,0.7205,0.0425,0.0905,Ideology
SBERT,C-L,GunControl,16,Jan,0.6304,10,C,L,2,0.696,0.7224,0.0263,0.0657,Ideology
SBERT,C-L,GunControl,16,Jul,0.6209,10,C,L,2,0.6946,0.6957,0.001,0.0738,Ideology
SBERT,C-L,GunControl,16,Jun,0.6349,10,C,L,2,0.681,0.6716,-0.0094,0.0461,Ideology
SBERT,C-L,GunControl,16,Mar,0.6065,10,C,L,2,0.6865,0.7404,0.0539,0.08,Ideology
SBERT,C-L,GunControl,16,May,0.6762,10,C,L,2,0.7137,0.7268,0.0131,0.0375,Ideology
SBERT,C-L,GunControl,16,Sep,0.6373,10,C,L,2,0.7159,0.777,0.0612,0.0786,Ideology
SBERT,C-L,GunControl,32,Apr,0.6273,10,C,L,2,0.6779,0.6876,0.0098,0.0506,Ideology
SBERT,C-L,GunControl,32,Aug,0.619,10,C,L,2,0.7095,0.7595,0.05,0.0905,Ideology
SBERT,C-L,GunControl,32,Feb,0.6179,10,C,L,2,0.7035,0.7205,0.017,0.0856,Ideology
SBERT,C-L,GunControl,32,Jan,0.6479,10,C,L,2,0.7153,0.7224,0.0071,0.0673,Ideology
SBERT,C-L,GunControl,32,Jul,0.6322,10,C,L,2,0.699,0.6957,-0.0033,0.0668,Ideology
SBERT,C-L,GunControl,32,Jun,0.6305,10,C,L,2,0.6916,0.6716,-0.02,0.0611,Ideology
SBERT,C-L,GunControl,32,Mar,0.6453,10,C,L,2,0.721,0.7404,0.0193,0.0758,Ideology
SBERT,C-L,GunControl,32,May,0.7014,10,C,L,2,0.7377,0.7268,-0.0109,0.0363,Ideology
SBERT,C-L,GunControl,32,Sep,0.6504,10,C,L,2,0.7156,0.777,0.0615,0.0652,Ideology
SBERT,C-L,IllegalImmi,4,Apr,0.5801,10,C,L,2,0.6575,0.7102,0.0527,0.0774,Ideology
